customer_id,age,gender,annual_income,city,membership_type,purchase_amount,quantity,signup_date,payment_method,rating,notes
100641,20.0,Male,81474.42,bengaluru,Bronze,111.73,7,22/04/2020,Net Banking,5,
100805,53.0,Female,117694.82,MUMBAI,Gold,102.6,6,12 Apr 2020,nan,3,
100738,48.0,F,71045.16,Delhi,Bronze,16.2,9,08 Oct 2021,Debit Card,1,
100330,32.0,Male,55195.56,Mumbai ,Bronze,332.7,5,2022-05-03,Credit Card,1,
100928,43.0,Male,47744.0, Delhi,Gold,66.16,1,,Credit Card,5,
100135,20.0,M,54758.77,chennai,Bronze,46.25,5,2022-11-22,UPI,5,
100788,36.0,male,80002.97,Hyderabad ,Bronze,57.72,8,05 May 2020,Credit Card,5,
100765,42.0,Female,56944.34,DELHI,Bronze,102.71,1,17 Oct 2019,Debit Card,5,
100785,38.0,Male,41048.23,delhi,Platinum,26.62,5,08-14-2023,Credit Card,4,
100058,56.0,Male,69108.21,Mumbai,Silver,250.23,2,05-26-2021,Debit Card,3,
100826,38.0,male,76206.58,Chennai,Bronze,94.8,7,01-23-2022,Net Banking,1,
100929,35.0,Female,81170.95, Bengaluru,Bronze,79.22,2,24/06/2022,Credit Card,5,
100860,46.0,Male,46695.49,Bengaluru,Silver,156.97,4,19 Nov 2022,COD,2,
100787,39.0,Female,71630.83,CHENNAI,Gold,81.92,6,01/01/2021,Debit Card,3,N/A
100292,40.0,Female,67764.1, Chennai,Bronze,173.09,7,2023-01-20,Debit Card,3,
100047,48.0,M,51794.0,DELHI,Bronze,$25.56,7,12-09-2023,UPI,3,
100278,25.0,M,63905.91, Delhi,Bronze,217.62,3,2019-09-23,Debit Card,4,
100842,38.0,Male,56589.83,Bengaluru,Bronze,135.66,9,10/12/2021,Net Banking,4,
100927,36.0,Female,66572.35, Chennai,Silver,31.71,7,2019-10-08,Debit Card,1,
100225,39.0,Female,27873.77, Hyderabad,Platinum,69.64,8,05-29-2023,Debit Card,2,
100531,34.0,Male,69978.27,Hyderabad ,Silver,131.31,5,24/04/2020,Net Banking,2,
100281,44.0,Female,63309.6,Mumbai ,Silver,25.33,9,09-12-2022,Credit Card,4,
100001,42.0,Female,58866.05,chennai,Silver,28.79,8,23 Dec 2021,Debit Card,4,
100818,41.0,male,53466.03,Bengaluru ,Silver,165.82,2,12-26-2019,Credit Card,3,
100496,49.0,M,56189.84, Delhi,Silver,137.95,2,02 Dec 2021,Debit Card,4,
100067,34.0,Male,84931.1, Bengaluru,Gold,57.65,6,24/04/2020,Net Banking,4,
100404,33.0,Male,57906.05,nan,Silver,99.33,6,01 Jul 2022,COD,5,
100564,29.0,Female,61500.64,bengaluru,Bronze,44.7,3,05/10/2019,Credit Card,5,
100482,55.0,male,75822.62,Delhi ,Gold,215.11,6,2020-11-13,Debit Card,5,
100572,37.0,nan,58589.19,Delhi ,Bronze,85.3,6,03-15-2020,UPI,2,
100883,,Male,,CHENNAI,Silver,158.4,9,10/05/2021,Debit Card,4,
100295,35.0,F,80787.33, Bengaluru,Silver,155.33,6,2023-09-24,Credit Card,1,
100620,55.0,Male,48334.75,Delhi,Bronze,37.35,7,21 Feb 2019,Debit Card,3,
100744,24.0,Male,62171.95,BENGALURU,Bronze,26.93,1,04-11-2021,Debit Card,1,
100246,23.0,nan,65225.55,hyderabad,Platinum,164.04,2,2022-04-01,UPI,5,
100258,33.0,male,108717.28,bengaluru,nan,93.9,9,06 Jul 2023,Credit Card,3,
100162,29.0,Female,57439.21,Hyderabad ,Platinum,160.49,9,2020-11-29,crypto,2,
100727,41.0,Male,67912.61,chennai,Bronze,123.46,2,2023-04-21,Credit Card,5,
100606,44.0,M,48683.47, Chennai,Platinum,173.02,5,2023-04-13,UPI,5,
100826,38.0,male,76206.58,Chennai,Bronze,94.8,7,01-23-2022,Net Banking,1,
100437,32.0,Female,57908.25,HYDERABAD,Bronze,79.94,6,30/12/2022,nan,4,
100856,38.0,Female,101843.01,Hyderabad ,Silver,97.66,1,14 Aug 2019,COD,4,
100769,23.0,Male,, Hyderabad,Gold,370.57,3,20/10/2020,Credit Card,-1,
100248,60.0,Male,52014.74, Delhi,Bronze,101.69,3,09-30-2023,Credit Card,5,
100542,28.0,Male,,Hyderabad ,nan,285.99,2,04 Nov 2022,Debit Card,4,
100240,32.0,nan,80807.87,Delhi,Gold,245.4,4,02 Mar 2022,nan,5,
100221,35.0,Female,46378.53,bengaluru,Bronze,183.95,3,02 Feb 2022,UPI,1,
100881,41.0,Male,93618.38,bengaluru,Silver,40.48,5,01/05/2020,Credit Card,4,
100093,33.0,Female,72593.75,CHENNAI,Bronze,70.91,,30/01/2019,Credit Card,4,
100115,39.0,male,80541.46,Hyderabad,Bronze,38.79,8,03-04-2022,UPI,5,
100799,50.0,M,80397.92,Mumbai ,Gold,85.1,6,06 Aug 2023,Debit Card,1,
100378,,Male,95040.59,nan,Platinum,267.31,3,25/06/2021,COD,2,
100077,33.0,female,74958.46,Chennai ,Silver,24.83,8,24/12/2020,UPI,4,
100869,31.0,F,999999999.0,delhi,Gold,68.54,2,07 Jul 2019,nan,1,
100387,43.0,female,71479.81, Mumbai,Bronze,296.31,3,2022-08-12,Debit Card,1,
100133,46.0,Female,5000000.0,Mumbai,Silver,208.61,8,22/05/2021,Debit Card,4,
100864,39.0,Female,74865.36,DELHI,Gold,233.0,4,09-27-2023,COD,3,
100918,44.0,Male,57056.11,delhi,nan,$347.4,6,02-03-2022,UPI,5,
100059,28.0,Female,55438.34,nan,Platinum,98.05,7,13/03/2021,Net Banking,5,
100290,37.0,Male,17454.19,Delhi,Bronze,20.61,7,07/02/2023,Credit Card,4,
100247,25.0,M,63038.53, Delhi,Bronze,57.37,6,08-27-2019,Debit Card,2,
100365,36.0,nan,66693.23,MUMBAI,Bronze,120.32,4,23/06/2021,Net Banking,3,
100872,26.0,M,76607.92,Delhi,Gold,12.26,,16 Jul 2022,Debit Card,5,
100041,47.0,Male,100543.66,nan,Gold,130.27,8,2023-09-01,nan,3,
100090,43.0,Male,36059.91,Mumbai ,Bronze,173.51,5,23 Oct 2022,Credit Card,4,
100193,33.0,Female,77668.43,Mumbai ,Platinum,54.26,9,05-21-2021,Debit Card,3,
100423,31.0,MALE,71175.99,delhi,Bronze,102.2,9,08 Mar 2021,Credit Card,4,
100069,48.0,nan,70891.86,Mumbai ,Bronze,76.39,4,12/02/2019,Credit Card,3,
100662,38.0,female,63886.3,nan,Silver,$308.24,7,03 Jan 2020,Net Banking,4,
100373,48.0,nan,61228.28,DELHI,Bronze,21.19,5,20/10/2020,Credit Card,3,
100140,73.0,Male,72809.1,Mumbai,Silver,86.13,1,2022-05-12,Net Banking,4,
100389,41.0,Female,96426.72,bengaluru,Silver,93.34,4,09 Apr 2019,Debit Card,2,
100833,24.0,Male,45361.8,Delhi ,Gold,231.59,2,15/06/2019,UPI,4,
100119,57.0,Male,74356.4,bengaluru,Silver,56.19,3,16/05/2022,Credit Card,1,
100580,42.0,Female,31417.79,Chennai ,Gold,114.68,5,03-14-2021,Credit Card,2,
100923,39.0,nan,51736.52,Mumbai,Platinum,80.63,8,10-18-2019,Net Banking,3,
100792,23.0,Female,54329.61, Bengaluru,Bronze,246.72,3,30/12/2021,Credit Card,5,
100351,42.0,Female,90155.58, Hyderabad,Bronze,83.38,2,21/05/2022,UPI,2,
100812,31.0,Female,75021.71, Bengaluru,Silver,73.65,5,01 Jun 2021,Credit Card,2,
100435,49.0,F,32050.07,hyderabad,Silver,120.53,4,2022-01-10,UPI,1,
100670,20.0,male,76772.8,Bengaluru ,Bronze,241.91,2,2021-07-10,Credit Card,2,
100932,43.0,Female,85424.45,bengaluru,Gold,28.47,,13/05/2023,UPI,5,
100949,43.0,Female,83243.05,Mumbai,Gold,311.8,7,04-09-2023,Debit Card,1,
100015,44.0,Male,59202.49,Delhi ,Silver,64.36,3,01 Jun 2020,Credit Card,4,
100376,66.0,Male,61472.68,chennai,Gold,47.75,2,05/01/2019,Debit Card,5,
100083,34.0,Female,122148.77,CHENNAI,Silver,75.7,9,20/08/2019,Debit Card,3,
100492,,Female,61907.78,nan,nan,329.83,8,2020-02-15,COD,3,
100698,26.0,Male,64601.97, Mumbai,Silver,97.69,1,2020-03-19,nan,3,
100880,38.0,nan,61897.39,Bengaluru,Bronze,82.85,1,05/02/2020,UPI,1,
100937,24.0,nan,65400.75,Delhi ,Gold,114.96,2,2022-08-06,Credit Card,4,
100089,44.0,Female,,DELHI,Bronze,49.21,3,05-02-2020,Net Banking,3,
100364,25.0,Female,55169.18,Mumbai ,Gold,87.19,5,03-10-2023,Debit Card,1,
100274,63.0,Female,74845.94,bengaluru,Bronze,77.42,7,08 Oct 2021,Net Banking,3,
100173,33.0,Male,72884.75,Hyderabad,Bronze,369.69,5,2020-04-14,Debit Card,2,
100555,37.0,Male,78647.85,Chennai,Gold,35.85,7,01/10/2023,Debit Card,2,
100104,47.0,Male,66129.93,Mumbai,Platinum,35.75,7,13 Feb 2019,COD,3,
100755,59.0,nan,57585.79, Chennai,Silver,156.36,2,15 Jan 2022,Credit Card,4,
100674,22.0,male,93941.17, Hyderabad,Gold,102.85,9,11-22-2020,Credit Card,2,
100372,54.0,Female,, Bengaluru,Silver,183.03,3,11-18-2021,UPI,3,
100046,41.0,Female,64438.34,chennai,Bronze,115.21,4,20/11/2019,UPI,4,
100561,37.0,Female,75843.91, Mumbai,Bronze,205.24,8,08-12-2023,Credit Card,5,
100749,34.0,female,43279.31,Mumbai ,Bronze,258.06,9,2023-08-28,COD,1,
100420,54.0,Male,25783.09,delhi,Silver,126.67,2,17 Nov 2022,Credit Card,2,
100605,30.0,Female,72625.43,chennai,Silver,27.83,5,22/03/2021,Debit Card,1,
100726,56.0,Female,74905.46,Hyderabad,Platinum,156.38,3,2019-08-31,Debit Card,5,
100012,47.0,Female,65620.94,mumbai,nan,355.34,7,2022-01-05,Debit Card,5,
100215,34.0,Female,65346.69,MUMBAI,Bronze,23.37,3,2023-05-18,COD,2,
100345,57.0,female,72326.66,nan,nan,105.92,6,2021-09-27,Credit Card,5,
100701,51.0,nan,93719.56,Bengaluru,Silver,92.46,4,03-26-2019,Debit Card,5,
100721,37.0,Female,,nan,Silver,147.61,2,2020-06-20,UPI,3,
100148,36.0,Female,69301.96, Chennai,Silver,141.96,4,2020-10-04,Debit Card,5,
100300,42.0,Female,73327.36,Chennai,Silver,55.79,3,2022-07-08,Net Banking,1,
100284,43.0,Male,85675.72,Delhi,Platinum,137.86,5,12 Mar 2021,Credit Card,5,
100746,49.0,Female,67298.68, Bengaluru,Silver,123.28,1,28/03/2022,Credit Card,4,
100413,,Female,54659.72,Mumbai ,Bronze,173.08,2,20 May 2021,COD,1,
100630,24.0,Female,54124.34,HYDERABAD,Bronze,117.93,1,04-09-2020,Debit Card,2,
100796,37.0,nan,28572.99,HYDERABAD,Bronze,194.88,4,2020-05-19,Credit Card,3,
100742,52.0,Female,63504.62,Chennai,Gold,95.28,3,2023-11-11,Debit Card,2,
100887,53.0,male,67523.3, Bengaluru,Gold,95.35,2,17 Apr 2021,Credit Card,5,
100736,40.0,M,73006.2,nan,Gold,82.67,8,08-04-2020,Debit Card,4,
100174,23.0,Male,50610.37, Chennai,Gold,16.69,6,08-31-2020,Credit Card,2,
100433,36.0,Female,51048.86,BENGALURU,Silver,80.58,1,16/05/2021,UPI,1,
100169,36.0,Male,90182.3, Mumbai,Silver,201.19,5,2020-01-30,Debit Card,3,
100227,68.0,Female,65281.44,Bengaluru,Bronze,41.04,1,15 May 2019,Credit Card,5,
100306,25.0,nan,,BENGALURU,Silver,127.18,3,27/12/2023,UPI,3,
100032,33.0,female,73680.2, Bengaluru,Gold,36.62,1,2023-07-12,COD,1,
100720,26.0,female,39410.06,nan,Silver,131.81,2,11/09/2020,Debit Card,1,
100484,45.0,Male,56789.32,Hyderabad,Platinum,$41.1,5,03/11/2020,Credit Card,5,
100767,39.0,Female,60296.99,Mumbai ,Silver,40.64,4,27/03/2021,Credit Card,4,
100286,32.0,female,71639.91,Bengaluru,Platinum,16.17,6,2020-11-08,Credit Card,5,
100919,54.0,M,58351.15, Chennai,Silver,89.73,9,06/10/2023,Credit Card,5,
100483,39.0,Female,48448.32, Chennai,Bronze,69.49,4,11 Jan 2021,Credit Card,2,
100914,31.0,Male,64961.63,Delhi,Silver,70.97,1,09/10/2023,Debit Card,1,
100645,34.0,male,51420.41,delhi,nan,348.42,6,15/03/2021,nan,1,
100117,41.0,Male,55640.47,Mumbai,Platinum,78.83,2,2020-10-23,Credit Card,1,
100619,31.0,Male,77483.69,BENGALURU,Silver,34.64,9,08-24-2021,COD,5,
100653,58.0,F,69229.2,Hyderabad,Bronze,38.37,3,2020-07-15,UPI,1,
100705,51.0,M,72309.75,Delhi,Bronze,216.31,7,11-01-2023,UPI,1,
100096,21.0,F,84291.01,HYDERABAD,Silver,210.87,7,09-19-2022,COD,4,
100262,35.0,M,39261.85,BENGALURU,Bronze,85.33,9,02-03-2019,Credit Card,3,
100636,35.0,nan,45143.06,Delhi,Silver,62.6,3,2019-01-08,nan,3,
100593,60.0,Female,98647.67,Mumbai,Bronze,207.19,7,09 Feb 2020,UPI,5,
100575,40.0,male,55257.73,BENGALURU,Bronze,62.95,9,08-26-2021,nan,3,
100720,26.0,female,39410.06,nan,Silver,131.81,2,11/09/2020,Debit Card,1,
100103,34.0,female,59768.76,Chennai ,Silver,51.37,4,2021-05-07,UPI,5,
100063,40.0,F,57061.72, Bengaluru,Silver,106.33,6,10-30-2020,Credit Card,2,
100205,19.0,nan,66033.97,Hyderabad ,Gold,86.3,3,31 Jul 2020,UPI,5,
100664,34.0,Female,87804.19,nan,Silver,39.37,7,07-13-2022,Net Banking,5,
100687,,MALE,45989.28,HYDERABAD,Silver,95.2,2,02-08-2019,nan,1,
100185,43.0,Male,77019.19,Chennai ,Platinum,83.93,1,04-22-2021,UPI,3,
100679,43.0,F,112853.53,hyderabad,Platinum,87.29,3,02 Aug 2023,UPI,1,
100734,36.0,M,69217.29,Bengaluru,Platinum,196.77,2,2021-10-08,Credit Card,4,
100092,37.0,Male,70457.25,nan,Platinum,99.95,8,2019-07-17,UPI,2,
100943,44.0,Male,20299.29, Mumbai,nan,140.01,,23/07/2020,Debit Card,4,
100709,35.0,M,, Chennai,Silver,316.55,9,27 May 2023,crypto,2,
100737,47.0,Male,7769.63,Chennai ,Bronze,198.05,1,19 Jan 2019,Credit Card,2,
100837,34.0,female,26688.7, Hyderabad,Bronze,57.75,8,2020-07-20,Net Banking,1,
100731,43.0,M,42759.11, Hyderabad,Platinum,108.23,3,2022-01-08,UPI,2,
100412,22.0,nan,34342.7,Chennai,Gold,133.67,8,03-16-2019,COD,2,
100347,31.0,female,73099.65,Chennai ,Platinum,162.29,3,13/08/2020,Credit Card,2,
100481,41.0,Male,56936.75,Chennai,Gold,53.55,6,26/04/2022,Credit Card,4,
100815,30.0,Female,66889.4, Mumbai,Bronze,106.16,8,21/12/2022,Net Banking,1,
100030,43.0,Female,55960.98,MUMBAI,Silver,87.27,4,2019-03-12,Debit Card,1,
100055,32.0,F,35563.75, Bengaluru,Platinum,131.54,7,26 Mar 2021,Debit Card,1,
100488,43.0,Female,28152.31, Chennai,Bronze,164.72,5,02-12-2021,Credit Card,3,
100040,46.0,male,39709.16,nan,Silver,51.16,6,11-25-2019,Credit Card,5,
100158,50.0,F,73445.78,Chennai ,Silver,$279.91,3,25 Nov 2022,UPI,1,
100895,34.0,M,39852.35,nan,Silver,64.05,5,02/12/2022,COD,4,
100147,31.0,M,67150.68,chennai,Gold,65.44,8,14/09/2021,COD,3,
100222,41.0,Female,,Bengaluru ,Silver,59.29,4,08/04/2023,Credit Card,4,
100685,,F,53281.64,nan,Silver,265.58,2,10-24-2020,Debit Card,2,
100773,,male,29472.65,Chennai,Silver,95.61,9,2020-08-31,nan,5,
100603,53.0,Male,68658.29,Mumbai,Gold,49.6,6,2021-11-05,Net Banking,5,
100801,28.0,nan,76534.17,Mumbai ,Bronze,187.24,3,08 Apr 2021,Credit Card,4,
100395,46.0,male,94601.98, Mumbai,Silver,91.92,2,03/06/2019,Net Banking,4,
100053,21.0,Male,63604.02,hyderabad,Silver,121.24,8,18/11/2020,Debit Card,2,
100623,41.0,M,79259.95,Delhi,Platinum,358.66,7,09 Apr 2021,Debit Card,3,
100675,48.0,Male,61871.57,Hyderabad ,Bronze,12.41,4,04-14-2023,Net Banking,2,
100360,36.0,Female,46957.78, Bengaluru,Bronze,300.24,8,07-04-2023,UPI,2,
100505,23.0,Female,65729.62,Hyderabad ,Silver,190.29,4,18 Oct 2023,Credit Card,1,
100403,48.0,male,96858.24,CHENNAI,Bronze,11.38,,08 Nov 2023,Debit Card,4,
100771,59.0,Male,77951.48,Bengaluru ,Silver,111.52,6,01-21-2021,nan,5,
100422,28.0,Female,31802.24,BENGALURU,Gold,62.86,2,17 Sep 2019,Debit Card,2,
100449,51.0,MALE,18458.0,nan,Bronze,112.19,2,29 Dec 2022,Debit Card,2,
100166,27.0,M,69978.68,Delhi,Bronze,284.71,3,07-22-2019,UPI,2,
100285,25.0,male,41350.99,Delhi,Bronze,152.49,7,12/03/2019,Debit Card,3,
100081,43.0,male,40505.9,nan,Bronze,62.37,6,05 May 2021,COD,3,
100228,61.0,Female,60697.02, Mumbai,Silver,$124.94,3,19/06/2020,Debit Card,4,
100448,34.0,male,77324.71,DELHI,Silver,101.3,7,14/11/2019,Credit Card,1,
100354,48.0,nan,17332.23,nan,Platinum,130.29,9,31 Jan 2021,Net Banking,2,
100311,52.0,F,65267.11,Delhi,Gold,$237.72,8,02-01-2021,Net Banking,2,
100728,47.0,F,72864.6,hyderabad,Gold,229.11,4,10/12/2021,Debit Card,1,
100260,22.0,female,,nan,nan,144.36,2,21 Feb 2019,nan,1,
100324,47.0,Male,88298.89, Delhi,Bronze,122.33,9,2023-06-25,UPI,5,
100010,28.0,Female,68412.5,bengaluru,Bronze,53.06,,02/02/2021,UPI,3,
100680,36.0,M,,nan,nan,28.43,6,26 Mar 2023,Credit Card,2,
100530,57.0,F,76061.54,hyderabad,Gold,173.69,6,16/02/2021,Credit Card,1,
100031,64.0,Male,51682.45,Chennai ,Silver,149.89,7,2021-12-15,Debit Card,1,
100790,36.0,nan,51110.7,Hyderabad,Silver,40.72,1,08 May 2019,Debit Card,1,
100180,,Male,63729.83,delhi,Gold,38.94,8,02-10-2023,COD,4,
100028,42.0,Male,54383.56,bengaluru,Silver,138.23,6,2021-11-10,Net Banking,3,
100034,28.0,Male,36904.17,hyderabad,Bronze,155.57,6,10-05-2023,Debit Card,1,
100335,38.0,Female,55135.56,Hyderabad,Bronze,60.31,6,2023-05-15,COD,2,
100362,43.0,Male,70215.09,Bengaluru,Gold,166.63,3,03-31-2019,UPI,3,
100294,20.0,Male,, Delhi,Platinum,246.79,3,29 Jan 2022,Credit Card,1,
100783,60.0,Female,67277.5,Delhi ,Silver,166.96,2,21 Jul 2020,Credit Card,1,
100348,45.0,nan,109687.72,Hyderabad,Silver,49.66,9,2022-09-15,UPI,3,
100006,22.0,M,27136.58,Bengaluru ,Silver,115.24,9,2020-03-13,Debit Card,1,
100198,33.0,nan,50232.47,nan,Bronze,133.09,3,28/08/2021,Credit Card,2,
100791,29.0,Male,32660.81,Bengaluru ,Bronze,20.28,4,,Debit Card,3,
100393,200.0,nan,74606.69,Delhi,Gold,55.87,6,03/09/2022,UPI,3,
100544,36.0,Female,67474.8,CHENNAI,Silver,$146.73,2,09 Mar 2021,UPI,2,
100789,25.0,female,82439.51,Mumbai ,Gold,187.49,3,2022-07-30,crypto,4,
100632,69.0,male,63243.29,delhi,Silver,140.46,6,05-28-2020,Debit Card,3,
100866,48.0,M,76086.6,Bengaluru,Bronze,73.9,4,13 May 2020,Debit Card,2,
100511,19.0,male,47375.23, Delhi,Silver,150.94,8,08-15-2023,Debit Card,1,
100123,41.0,Male,81375.28,nan,Silver,135.75,5,02-26-2019,Credit Card,2,
100379,57.0,Male,79989.14, Hyderabad,Bronze,63.05,3,06 Dec 2022,COD,1,
100039,28.0,Male,77513.51,nan,Platinum,65.29,5,2019-01-18,Credit Card,3,
100547,40.0,male,93719.88,nan,Bronze,82.37,2,11-01-2021,UPI,1,
100524,36.0,Male,86813.2, Mumbai,Gold,114.39,5,30/04/2022,Credit Card,4,
100163,64.0,nan,71481.78,bengaluru,Silver,57.77,8,01 Jul 2023,Debit Card,2,
100068,32.0,male,45126.04,mumbai,Platinum,25000.0,3,31/07/2023,Credit Card,2,
100125,48.0,Female,80693.77,CHENNAI,Bronze,41.5,9,25 Aug 2019,COD,4,
100005,20.0,female,80397.14, Delhi,Bronze,224.78,7,2021-09-06,COD,4,
100835,29.0,M,67174.04,CHENNAI,Platinum,113.17,9,29/09/2022,Debit Card,5,
100760,43.0,Male,41607.8,BENGALURU,Silver,361.38,3,2019-09-25,Credit Card,1,
100428,59.0,male,52115.83,nan,Bronze,73.38,6,12-15-2023,Credit Card,4,
100485,37.0,Male,66791.86,Hyderabad ,Bronze,399.54,5,24/03/2019,Debit Card,1,
100554,62.0,Male,102860.98,nan,Bronze,20.64,1,2023-04-13,Debit Card,4,
100507,67.0,Female,69234.28,nan,Bronze,61.33,8,03-20-2019,Net Banking,3,
100568,30.0,F,77288.8, Mumbai,Silver,332.5,2,10/03/2021,UPI,3,
100400,30.0,F,42986.77,Hyderabad,Gold,134.51,7,12-03-2020,UPI,3,
100803,42.0,Female,61724.72,DELHI,Silver,154.95,1,22/03/2019,Net Banking,2,
100353,31.0,MALE,65234.33,nan,Bronze,96.67,9,2023-12-07,Debit Card,4,
100840,34.0,Female,52313.38, Chennai,Platinum,12.67,9,12-03-2019,UPI,2,
100849,30.0,Male,81863.49,Mumbai,Gold,218.5,1,12-29-2023,Credit Card,2,
100261,35.0,Female,43448.77,nan,Platinum,62.32,3,27 Jul 2022,Credit Card,5,
100334,26.0,Female,72387.16,Mumbai,Platinum,173.82,9,2021-01-05,UPI,1,
100154,32.0,Male,64439.64,nan,Silver,61.39,5,12 Dec 2019,COD,3,
100397,47.0,Male,57244.24,hyderabad,Gold,452.92,4,06 May 2021,COD,4,
100502,49.0,Male,71554.93,Delhi,Gold,36.33,7,07-23-2019,Debit Card,3,
100374,48.0,nan,81234.71, Chennai,Silver,214.88,7,08-01-2019,UPI,3,
100313,,M,70539.17,bengaluru,Platinum,307.3,4,03-02-2021,COD,2,
100043,30.0,nan,64796.08,nan,nan,16.96,7,05-16-2020,Credit Card,5,
100759,46.0,male,39711.39,Hyderabad ,nan,132.7,2,14 Mar 2021,UPI,2,
100523,54.0,Female,49760.17,Delhi ,Platinum,114.37,6,09-10-2020,crypto,4,
100651,60.0,Female,,mumbai,Platinum,186.22,8,21/05/2022,Net Banking,5,
100847,76.0,MALE,80597.39,DELHI,Gold,234.3,8,14/12/2023,Debit Card,4,
100624,31.0,Female,32836.28,Hyderabad ,Bronze,358.0,8,28 Oct 2021,COD,1,
100683,53.0,Female,48463.82,bengaluru,Gold,181.16,2,02 Dec 2023,UPI,2,
100635,34.0,MALE,47050.14,chennai,Bronze,76.91,9,19 Jun 2020,Debit Card,3,
100751,38.0,male,,MUMBAI,Silver,19.69,8,28 Feb 2021,UPI,1,
100756,52.0,Female,46903.85, Bengaluru,Silver,41.45,9,01-13-2020,Credit Card,2,
100781,37.0,Female,57127.25,Bengaluru ,nan,81.64,7,2020-09-07,Credit Card,2,
100591,23.0,Male,65921.16,Chennai,Silver,46.73,1,2022-04-14,Credit Card,1,
100446,20.0,Male,50100.34,HYDERABAD,Silver,203.67,5,12-16-2023,Credit Card,2,
100273,37.0,female,83851.87,Hyderabad ,Platinum,186.86,7,01-18-2021,Credit Card,5,
100878,35.0,Male,999999999.0, Chennai,Silver,174.11,2,27 Jun 2020,Debit Card,3,
100520,58.0,nan,81306.32,hyderabad,Bronze,59.94,2,04-25-2021,Credit Card,2,
100378,,Male,95040.59,nan,Platinum,267.31,3,25/06/2021,COD,2,
100499,22.0,male,65322.59,nan,Gold,13.41,3,2022-05-09,Debit Card,4,
100879,37.0,female,84519.68,nan,Silver,59.77,5,24/10/2020,COD,4,
100931,38.0,Female,36869.99,delhi,Gold,50.67,6,02-28-2021,Credit Card,3,
100948,23.0,Female,44604.8, Mumbai,Gold,153.61,3,12-20-2020,Credit Card,3,
100098,26.0,Male,75613.88,nan,Gold,87.39,4,2020-08-29,Debit Card,4,
100129,30.0,female,95869.86, Delhi,Platinum,24.91,4,07-16-2020,Credit Card,1,
100545,35.0,Male,53269.69,nan,Bronze,104.58,4,2021-02-15,UPI,4,
100380,33.0,M,78030.81,BENGALURU,Silver,62.35,7,29 Sep 2023,Debit Card,1,
100204,46.0,Female,71700.85,CHENNAI,Gold,128.34,9,2019-01-14,UPI,2,
100344,43.0,F,74922.41,HYDERABAD,Gold,71.65,4,2023-03-22,Credit Card,1,
100889,21.0,MALE,,chennai,nan,106.45,3,11/02/2021,Debit Card,4,
100809,34.0,MALE,44782.62,chennai,Silver,77.08,7,2019-12-05,Debit Card,2,
100519,49.0,M,64955.0, Mumbai,Bronze,67.99,9,25 Apr 2022,Debit Card,4,
100780,22.0,M,72829.92,Delhi ,Silver,99.23,2,2022-08-04,Debit Card,2,
100489,28.0,Male,26668.05,Mumbai ,Silver,77.8,1,07-20-2021,COD,3,
100238,36.0,Male,77216.9,chennai,Silver,268.81,9,08/03/2019,Debit Card,3,
100550,46.0,Male,60695.11,Mumbai ,Bronze,92.21,2,2019-04-14,UPI,4,
100401,36.0,Female,60231.27,BENGALURU,Gold,196.15,3,21 Nov 2023,crypto,1,
100571,21.0,Female,73154.57,Mumbai ,Platinum,137.86,7,05 Feb 2022,Net Banking,3,
100233,42.0,male,77095.83,chennai,Gold,108.15,2,2019-06-09,Debit Card,2,
100443,42.0,Male,36172.98,bengaluru,Platinum,132.68,2,08 Mar 2022,Credit Card,5,
100099,43.0,Male,61079.91,Mumbai,Platinum,13.5,9,11/08/2022,Debit Card,2,
100876,18.0,Female,53645.56,Bengaluru,Bronze,57.79,5,2020-10-18,Debit Card,2,
100848,48.0,Female,80057.44,Chennai ,Bronze,79.15,5,03-21-2019,nan,3,
100512,34.0,female,69348.81,nan,Platinum,$200.3,6,03-18-2022,Debit Card,1,
100613,21.0,female,71796.17, Bengaluru,Silver,82.96,6,10/08/2023,Debit Card,5,
100218,54.0,M,105218.52,nan,nan,41.48,2,29/06/2020,Debit Card,5,
100361,36.0,Male,33949.85,Chennai ,Silver,128.49,4,2023-10-11,Net Banking,3,
100559,23.0,Female,54160.33,MUMBAI,Gold,228.02,,11 Nov 2020,Debit Card,1,
100920,19.0,nan,48648.83,nan,Silver,148.75,6,2023-02-21,Debit Card,4,
100611,26.0,male,84359.98,nan,Silver,156.24,7,2021-12-11,Debit Card,5,
100226,41.0,F,61393.86, Delhi,Gold,22.26,1,27 Jul 2023,UPI,2,
100019,49.0,nan,37795.13,Delhi ,Gold,45.26,2,14 Feb 2022,Credit Card,1,
100169,36.0,Male,90182.3, Mumbai,Silver,201.19,5,2020-01-30,Debit Card,3,
100293,56.0,F,61100.4,Chennai ,Silver,64.02,1,03/02/2020,Debit Card,4,
100608,43.0,Male,90326.09,nan,Bronze,179.12,,05-02-2020,Debit Card,2,
100398,,Female,47336.01, Mumbai,Bronze,25000.0,7,04-27-2019,Net Banking,2,
100541,18.0,nan,99135.35, Mumbai,Bronze,166.41,2,10-04-2022,crypto,2,
100329,24.0,female,58877.62,nan,nan,176.49,1,2019-07-01,UPI,3,
100863,37.0,Male,45086.2,DELHI,Gold,140.18,5,08-30-2021,Credit Card,1,
100668,44.0,Male,78285.85,nan,Platinum,161.37,2,21 Jun 2020,Debit Card,5,
